_UNK	0
_PAD	1
 	2
.	3
다	4
이	5
에	6
는	7
니	8
고	9
도	10
지	11
서	12
있	13
가	14
하	15
,	16
어	17
습	18
은	19
었	20
로	21
요	22
을	23
리	24
아	25
호	26
텔	27
스	28
기	29
만	30
한	31
의	32
했	33
시	34
수	35
좋	36
주	37
라	38
를	39
들	40
나	41
비	42
해	43
사	44
으	45
인	46
았	47
데	48
게	49
면	50
정	51
그	52
방	53
편	54
실	55
분	56
대	57
식	58
일	59
보	60
용	61
A	62
E	63
장	64
적	65
것	66
할	67
전	68
없	69
안	70
위	71
트	72
까	73
구	74
무	75
R	76
조	77
곳	78
T	79
음	80
여	81
거	82
우	83
과	84
되	85
원	86
마	87
치	88
O	89
문	90
침	91
입	92
N	93
않	94
상	95
I	96
말	97
때	98
더	99
저	100
내	101
와	102
객	103
자	104
바	105
간	106
드	107
제	108
S	109
역	110
부	111
1	112
합	113
직	114
러	115
히	116
운	117
같	118
오	119
크	120
소	121
레	122
점	123
모	124
걸	125
생	126
0	127
체	128
중	129
L	130
2	131
공	132
경	133
터	134
!	135
물	136
금	137
였	138
동	139
많	140
느	141
각	142
매	143
)	144
려	145
(	146
친	147
박	148
타	149
너	150
번	151
욕	152
약	153
던	154
싶	155
야	156
절	157
처	158
프	159
세	160
행	161
C	162
예	163
5	164
관	165
숙	166
신	167
화	168
건	169
설	170
유	171
랑	172
잘	173
심	174
U	175
격	176
갈	177
워	178
등	179
불	180
층	181
진	182
D	183
차	184
3	185
H	186
결	187
M	188
런	189
선	190
버	191
깨	192
추	193
끗	194
묵	195
든	196
르	197
토	198
넓	199
청	200
료	201
또	202
항	203
룸	204
좀	205
파	206
근	207
미	208
웠	209
영	210
두	211
른	212
족	213
택	214
죠	215
맛	216
당	217
페	218
천	219
국	220
단	221
명	222
개	223
P	224
래	225
며	226
통	227
별	228
함	229
철	230
머	231
람	232
길	233
최	234
져	235
된	236
B	237
쇼	238
핑	239
작	240
군	241
특	242
G	243
낌	244
포	245
베	246
겠	247
피	248
디	249
